 Honda Cr-v Honda Crv 98 ,8.900, 1998 | 35000 km,Pichincha ( Quito )
 Citroën C3 C3 ,7.600, 2005 | 162000 km,Pichincha ( Quito )
 International 1100 Utility ,6.000, 1994 | 100 km,Santo Domingo De Los Tsáchilas
 Ford F150 F150 ,520, 2010 | 0 km,Pichincha ( Quito )
 Chevrolet Vitara Versión 4*4 3p ,6.850, 1994 | 55000 km,Pichincha ( Quito )
 Chevrolet Aveo Full ,5.300, 2005 | 194000 km,Guayas
 Mitsubishi Outlander 4x4 3 Filas ,5, 2014 | 80000 km,Pichincha ( Quito )
 Toyota Corona En Venta Toyota ,2.300, 1995 | 100000 km,Pichincha ( Quito )
 Ford Explorer ,8.000, 2011 | 168000 km,Pichincha ( Quito )
 Chevrolet Spark Spark 5p A/c Activo ,6.800, 2006 | 309 km,Pichincha ( Quito )
 Renault Logan 1.6 ,4.600, 2006 | 194000 km,Pichincha ( Quito )
 Renault Logan 1.6 ,4.500, 2010 | 1220 km,Tungurahua
 Hyundai Getz 2010 ,950, 1988 | 999999 km,Manabí
 Suzuki Forsa Suzuki Forza 1 ,3.800, 2003 | 265001 km,Guayas
 Peugeot 307 Peugeot 307 /1.6 ,4.200, 2012 | 141000 km,Pichincha ( Quito )
 Kia Sportage Active ,13.900, 2011 | 110000 km,Pichincha ( Quito )
 Renault Sandero Dinamic Full ,8.600, 2011 | 125000 km,Pichincha ( Quito )
 Kia Sportage Automatico ,15.000, 2011 | 160000 km,Guayas
 Nissan X-trail Jeep 4x4 Japones ,15.800, 2011 | 165000 km,Carchi
 Kia Sportage Kia Sportage Full ,14.500, 2011 | 170000 km,Pichincha ( Quito )
 Chevrolet N200 Chevrolet N200 ,8.500, 2011 | 230000 km,Pichincha ( Quito )
 Volkswagen Jetta Jetta Clásico ,11.990, 2011 | 128000 km,Pichincha ( Quito )
 Bmw X1 28i Drive ,31.000, 2011 | 131000 km,Pichincha ( Quito )
 Renault Sandero Sandero ,9.000, 2011 | 130 km,Guayas
 Skoda Fabia Combi Fabia Combi A 05 ,10.500, 2011 | 250000 km,Pichincha ( Quito )
 Chevrolet Vitara Full ,15.200, 2011 | 118000 km,Pichincha ( Quito )
 Nissan Frontier Pick Up ,11.500, 2011 | 140000 km,Pichincha ( Quito )
 Chevrolet Aveo Chevrolet ,8.600, 2011 | 57000 km,Pichincha ( Quito )
 Suzuki Grand Vitara 2.0 ,13.200, 2011 | 177000 km,Pichincha ( Quito )
 Chevrolet Spark Spark 5p A/c Activo ,6.800, 2011 | 168000 km,Pichincha ( Quito )
" Renault Logan Logan 1,6 Mt Ac ",8.100, 2011 | 179000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara 2.0 ,12.500, 2011 | 195450 km,Pichincha ( Quito )
 Ford Sport Trac Spor Trac ,235, 2011 | 155000 km,Azuay
 Chevrolet Aveo Emotion Sedan ,11.200, 2011 | 132000 km,Pichincha ( Quito )
 Mazda Bt-50 Mazda Bt50 Full 4x4 ,19.800, 2011 | 240000 km,Guayas
 Chevrolet Optra 1.8 ,1, 2011 | 164000 km,Pichincha ( Quito )
 Chevrolet Spark Active ,7.500, 2011 | 105000 km,Pichincha ( Quito )
 Nissan Frontier Camioneta Sencilla ,12.000, 2011 | 210 km,El Oro
 Toyota Hilux 4x4 Turbo Diesel ,24.200, 2011 | 160000 km,El Oro
 Suzuki Grand Vitara Jeep ,15.500, 2011 | 151000 km,Pichincha ( Quito )
 Kia Sportage R ,21.000, 2011 | 165000 km,Guayas
 Chevrolet Grand Vitara Grand Vitara Full ,13.900, 2011 | 180 km,Pichincha ( Quito )
 Mazda Bt-50 Bt-50 ,13.800, 2011 | 192934 km,Guayas
 Kia Sportage Active ,17.000, 2011 | 214000 km,Pichincha ( Quito )
 Chevrolet Cruze X ,20.100, 2011 | 46500 km,Pichincha ( Quito )
 Renault Logan Dynamique 1.6 Full ,8.700, 2011 | 165000 km,Pichincha ( Quito )
 Chevrolet Aveo Family 1.5 ,8.500, 2011 | 340000 km,Napo
 Mazda Bt-50 Turbo Diésel ,16.500, 2011 | 118000 km,Azuay
 Renault Sandero 1.6 T/m Full ,9.500, 2011 | 124000 km,Pichincha ( Quito )
 Hyundai Getz Hatbash ,9.200, 2011 | 270000 km,Pichincha ( Quito )
 Hyundai Tucson Ix ,19.000, 2011 | 174000 km,Pichincha ( Quito )
 Renault Logan 1.6 ,7.500, 2011 | 135000 km,Guayas
 Volkswagen Amarok 2011 ,18.500, 2011 | 160000 km,Bolívar
 Chevrolet Aveo 1.6 Cc A/c ,8.300, 2011 | 227000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Suzuki Sz ,15.500, 2011 | 144000 km,Pichincha ( Quito )
 Hyundai Tucson Ix 2011 Tm 2.0 ,18.500, 2011 | 166000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Motor 2.4 Automatico ,13.900, 2011 | 115000 km,Pichincha ( Quito )
 Nissan X-trail 4x4 2.5 ,14.000, 2011 | 199000 km,Pichincha ( Quito )
 Hyundai Tucson Ix ,16.500, 2011 | 189712 km,Manabí
 Mazda Bt-50 Bt50 Turbo Diésel ,16.500, 2011 | 118000 km,Azuay
 Chevrolet D-max D Max 4x2 ,14.500, 2011 | 174000 km,Pichincha ( Quito )
 Chevrolet Aveo Activo ,9.100, 2011 | 180000 km,Imbabura
 Chevrolet Aveo Family 1.5l Tm Std ,9.800, 2011 | 119600 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo Emotion Gt ,10.000, 2010 | 145785 km,Pichincha ( Quito )
 Chevrolet Vitara 2010 ,12.500, 2010 | 106000 km,Santo Domingo De Los Tsáchilas
 Toyota Fortuner Tahilandia ,27.000, 2010 | 144000 km,Azuay
 Ford Fusion 2.5 Hibrido ,16.000, 2010 | 69000 km,Guayas
 Nissan X-trail Classic ,12.000, 2010 | 169000 km,Pichincha ( Quito )
 Toyota Prius Full ,13.900, 2010 | 115000 km,Imbabura
 Mazda Bt-50 Bt50 ,14.900, 2010 | 187000 km,Pichincha ( Quito )
 Kia Soul Versión Full ,14.199, 2010 | 106350 km,Pichincha ( Quito )
 Ford F150 F150 4x4 ,16.900, 2010 | 120000 km,Pichincha ( Quito )
 Hyundai Tucson Tucson ,16.200, 2010 | 120000 km,Pichincha ( Quito )
 Nissan X-trail Full ,14.200, 2010 | 188000 km,Pichincha ( Quito )
 Chevrolet Aveo 1600 Cc ,10.000, 2010 | 97000 km,Guayas
 Ford F150 F150 ,520, 2010 | 0 km,Pichincha ( Quito )
 Hyundai Getz 2010 ,950, 2010 | 1220 km,Manabí
 Renault Logan Logan 2010 ,7.000, 2010 | 145000 km,Pichincha ( Quito )
 Hyundai Tucson 2.0 ,12.500, 2010 | 300000 km,Guayas
 Kia Río Stylus At/ac ,7.700, 2010 | 178000 km,Pichincha ( Quito )
 Kia Rio Río Stylus Automátic ,7.800, 2010 | 200000 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo Activo ,8.600, 2010 | 200100 km,Pichincha ( Quito )
 Hyundai Santa Fe Coreano ,17.500, 2010 | 97000 km,Pichincha ( Quito )
 Suzuki Grand Vitara Sz ,14.300, 2010 | 91000 km,Pichincha ( Quito )
 Volkswagen Gol Gol ,9.200, 2010 | 131000 km,Tungurahua
 Renault Koleos Automatico ,17.000, 2010 | 100000 km,Guayas
 Kia Kia Rondo Station 1.6 ,13.000, 2010 | 143000 km,Pichincha ( Quito )
 Hyundai Elantra Full Elantra ,12.300, 2010 | 190000 km,Pichincha ( Quito )
 Ford Explorer Explorer Xlt 2010 Ta ,17.500, 2010 | 111000 km,Pichincha ( Quito )
 Volkswagen Jetta Tredline 2.0 ,12.500, 2010 | 141509 km,Pichincha ( Quito )
 Toyota Yaris 2010 ,11.400, 2010 | 175000 km,Guayas
 Suzuki Gran Vitara Suzuki Sz 2.0l 5p. Tm 4x2 ,15.500, 2010 | 114651 km,Pichincha ( Quito )
 Fiat Strada Strada ,10.300, 2010 | 80000 km,Pichincha ( Quito )
 Hyundai Santa Fe Full Equipo ,17.000, 2010 | 139000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara 4x4 Full 1.6l ,14.000, 2010 | 134000 km,Loja
 Hyundai Getz Automóvil ,8.900, 2010 | 180000 km,Santo Domingo De Los Tsáchilas
 Hyundai Santa Fe Coreano ,17.500, 2010 | 97000 km,Pichincha ( Quito )
 Hyundai Santa Fe Glx ,15.000, 2010 | 115000 km,El Oro
 Chevrolet Grand Vitara Motor 2.700 V6 ,14.500, 2010 | 165000 km,Guayas
 Hyundai Tucson Semifull ,13.500, 2010 | 173000 km,Pichincha ( Quito )
 Kia Rio Kia Rio Stylus 2010 ,8.200, 2010 | 380000 km,Guayas
 Kia Sportage Active 2.0 ,13.500, 2010 | 260000 km,Chimborazo
 Kia Sportage Sportage Turbo Diesel ,13.400, 2010 | 201000 km,Pichincha ( Quito )
 Volkswagen Gol Gol Power 2010 ,9.400, 2010 | 167000 km,Pichincha ( Quito )
 Mazda Bt-50 Mazda Bt50 Cd 4x4 Fl ,19.000, 2010 | 245000 km,Carchi
 Suzuki Grand Vitara Sz 2010 ,14.200, 2010 | 200000 km,Loja
 Hyundai Elantra 1.6 ,12.800, 2010 | 217000 km,Pichincha ( Quito )
 Kia Sportage 2.0 ,12.800, 2010 | 16190 km,Pichincha ( Quito )
 Chevrolet Spark Spark Activo 2010 ,6.500, 2010 | 250000 km,Guayas
 Chevrolet Spark Spark Lt ,8.000, 2010 | 1 km,Pichincha ( Quito )
 Chevrolet Aveo Famili ,8.500, 2010 | 140000 km,Esmeraldas
 Toyota Hilux Sr A/c ,23.000, 2009 | 190000 km,Pichincha ( Quito )
 Mitsubishi Outlander 2wd ,18.000, 2009 | 156000 km,Pichincha ( Quito )
 Toyota Hilux Toyota Hilux 4x4 ,20.000, 2009 | 260000 km,Loja
 Mazda Mazda 6 6 Extra ,14.900, 2009 | 98000 km,Guayas
 Chevrolet Aveo Aveo Emotion ,10.800, 2009 | 145000 km,Pichincha ( Quito )
 Chevrolet Spark Spark Lt ,6.200, 2009 | 153000 km,Pichincha ( Quito )
 Toyota Hilux Sr ,22.999, 2009 | 195445 km,Pichincha ( Quito )
 Volkswagen Jetta Jetta Sedan ,12.300, 2009 | 139000 km,Imbabura
 Chery Tiggo 2.4 ,9.500, 2009 | 124000 km,Pichincha ( Quito )
 Toyota Yaris 1.5 Full ,13.200, 2009 | 70000 km,Pichincha ( Quito )
 Hyundai Tucson Clasico 2000cc ,13.499, 2009 | 178000 km,Azuay
 Ford Ecosport Xlt 4x2 ,10.700, 2009 | 110000 km,Pichincha ( Quito )
 Toyota Corolla 4d ,11.500, 2009 | 196000 km,Pichincha ( Quito )
 Nissan Tiida 2009 Japonés Hatchba ,10.800, 2009 | 180000 km,Pichincha ( Quito )
 Chevrolet D-max 12700 ,17.500, 2009 | 193000 km,Azuay
 Hyundai I10 I10 ,7.600, 2009 | 127500 km,Pichincha ( Quito )
 Chevrolet Spark Lt ,5.500, 2009 | 124000 km,Pichincha ( Quito )
 Skoda Fabia Tdi ,5.000, 2009 | 250000 km,El Oro
 Changhe Ch1021le 2009 ,4.200, 2009 | 181000 km,Santa Elena
 Ford Ecosport 2.0 ,12.300, 2009 | 63000 km,Guayas
 Chevrolet Aveo Aveo Activo 1.6 ,9.200, 2009 | 98000 km,Pichincha ( Quito )
 Peugeot 207 Full ,6.500, 2009 | 220310 km,El Oro
 Ford Escape Jeep ,21.900, 2009 | 120000 km,Pichincha ( Quito )
 Chevrolet Aveo Chevrolet Activo 1.6 ,8.900, 2009 | 160236 km,Pichincha ( Quito )
 Chevrolet D-max Colorado ,23.500, 2009 | 999999 km,Azuay
 Chevrolet Vitara 2009 ,10.000, 2009 | 186000 km,Guayas
 Ford Ecosport 4x2 ,12.500, 2009 | 157000 km,Pichincha ( Quito )
 Chevrolet Aveo Auto ,9.800, 2009 | 210 km,Cañar
 Skoda Fabia Combi Skoda Fabia Combi ,8.000, 2009 | 150000 km,El Oro
 Chevrolet Aveo Activo ,9.000, 2009 | 203000 km,Pichincha ( Quito )
 Suzuki Grand Vitara 2009 ,14.000, 2009 | 200000 km,Guayas
 Hyundai Tucson Tucson Activo ,14.900, 2009 | 179000 km,Pichincha ( Quito )
 Volkswagen Passat 2.0 Turbo Rline ,22.000, 2009 | 200000 km,Pichincha ( Quito )
 Chevrolet D-max Luv Dmax ,16.000, 2009 | 124500 km,El Oro
 Nissan Sentra Manual Estandar ,290, 2009 | 200 km,Pichincha ( Quito )
 Chevrolet Optra Advance 2009 ,10.900, 2009 | 168000 km,Pichincha ( Quito )
 Chevrolet Aveo Activo 1.6 ,8.600, 2009 | 218000 km,El Oro
 Suzuki Grand Vitara Primera Generación ,11.500, 2009 | 389000 km,Guayas
 Chevrolet D-max 3.5v6 Doble Cabina ,14.000, 2009 | 400000 km,Guayas
 Suzuki Grand Vitara Xz ,13.100, 2009 | 150000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Aveo Aveo Emotion ,7.500, 2009 | 340000 km,Santa Elena
 Kia Sportage Jepp ,12.600, 2009 | 307000 km,Pichincha ( Quito )
 Volkswagen Gol Gol ,8.500, 2009 | 142000 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo ,8.300, 2009 | 183000 km,Tungurahua
 Toyota Corolla 1.6 Full Equipo ,15.500, 2009 | 131000 km,Loja
 Wolkswagen Tiguan Tiguan ,19.800, 2009 | 108 km,Pichincha ( Quito )
 Hyundai Tucson Cdr A Diesel ,13.500, 2009 | 236029 km,Pichincha ( Quito )
 Nissan Frontier 4x4 2.400cc Nissan J ,15.000, 2009 | 180000 km,Pichincha ( Quito )
 Mazda Mazda 6 Mazda 6 ,13.500, 2008 | 150000 km,Pichincha ( Quito )
 Toyota Prado 4x4 ,22.500, 2008 | 215000 km,Pichincha ( Quito )
 Ssangyong Korando A230 Gasolina 4x2 ,13.200, 2008 | 131500 km,Chimborazo
 Ford Explorer Xlt ,14.900, 2008 | 200000 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo Emotion ,9.000, 2008 | 185000 km,Pichincha ( Quito )
 Chevrolet Spark 1000 ,5.500, 2008 | 295 km,Manabí
 Nissan X-trail X-trail Classic T30 Automático ,13.499, 2008 | 162000 km,Manabí
 Chevrolet Grand Vitara Gran Vitara 5p ,13.500, 2008 | 190000 km,Pastaza
 Honda Cr-v 2008 Full Equipado 4x4 Automático ,17.299, 2008 | 126000 km,Pichincha ( Quito )
 Honda Cr-v Cr-v Full Equipo 4x4 ,16.500, 2008 | 198700 km,Pichincha ( Quito )
 Zotye Nomada Jeep Nomada ,7.500, 2008 | 197648 km,Azuay
 Peugeot 206 206 Xline 1.4 ,8.000, 2008 | 219000 km,Bolívar
 Chevrolet Spark Full ,5.900, 2008 | 250 km,Imbabura
 Skoda Octavia A5 1.6 Gasolina ,9.200, 2008 | 155000 km,Pichincha ( Quito )
 Chery Qq6 2008 Full ,5.300, 2008 | 250000 km,Pichincha ( Quito )
 Mitsubishi Eclipse Full ,34.999, 2008 | 95000 km,Guayas
 Ford Explorer Explorer ,18.000, 2008 | 18000 km,Pichincha ( Quito )
 Nissan Tiida Hatchback ,10.300, 2008 | 150000 km,Pichincha ( Quito )
 Hyundai Tucson Hyundai Tucson 2008 ,13.200, 2008 | 193000 km,Pichincha ( Quito )
 Hyundai Santa Fe 4x2 ,17.500, 2008 | 195000 km,Guayas
 Chevrolet Grand Vitara 2008 ,12.500, 2008 | 213 km,Pichincha ( Quito )
 Chevrolet D-max Dimax 2008 ,12.500, 2008 | 263000 km,Pichincha ( Quito )
 Renault Logan Logan 1.6 M/t ,7.500, 2008 | 272600 km,Imbabura
 Mazda Pick Up Bt-50 ,13, 2008 | 244000 km,Sucumbíos
 Ford F150 Fx4 2008 ,22.000, 2008 | 166000 km,Esmeraldas
 Chevrolet D-max Optima ,14.300, 2008 | 215654 km,Guayas
 Mazda Mazda 3 Sedan At ,11.500, 2008 | 196000 km,Azuay
 Bmw Serie 3 325 I E90 ,26.000, 2008 | 80000 km,Loja
 Toyota Corolla Corolla ,11.000, 2008 | 72000 km,Guayas
 Peugeot 206 Couppe ,7.800, 2008 | 200000 km,Pichincha ( Quito )
 Hyundai Santa Fe Santa Fe ,14.000, 2008 | 290000 km,Guayas
 Ford Fiesta 1.6 ,8.500, 2008 | 200000 km,Pichincha ( Quito )
 Hyundai Tucson Automatico ,15.000, 2008 | 227459 km,Pichincha ( Quito )
 Honda Cr-v Crv 2008 ,15.500, 2008 | 208 km,Guayas
 Chevrolet Aveo 8000 Negociable ,8.000, 2008 | 227000 km,Loja
 Kia Sorento Lx 3.3l Gsl At 4x4 ,12.900, 2008 | 145000 km,Pichincha ( Quito )
 Honda Cr-v 4x4 Full Time ,16.900, 2008 | 205000 km,Pichincha ( Quito )
 Chevrolet D-max Automático 2008 ,13.000, 2008 | 226000 km,Pichincha ( Quito )
 Volkswagen Touareg Vr6 3600 Aleman ,33.000, 2008 | 111000 km,Pichincha ( Quito )
 Ford Expedition 4x4 Motor 5400 ,25.000, 2008 | 176000 km,El Oro
 Mitsubishi Montero Japones ,24.000, 2008 | 277000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Spark Spark 2008 ,5.800, 2008 | 300000 km,Esmeraldas
 Kia Sportage Sportage Active ,13.000, 2008 | 134000 km,Guayas
 Toyota Hiace Hiace ,20.000, 2008 | 110126 km,Manabí
 Chevrolet Aveo 1.4 ,6.800, 2008 | 160000 km,Pichincha ( Quito )
 Hyundai Tucson 2008 ,13.200, 2008 | 216000 km,Pichincha ( Quito )
 Daihatsun Terios 4x4 Terios 4x4 2008 Terios 4x4 ,11.600, 2008 | 240000 km,Pichincha ( Quito )
 Chevrolet Aveo 1.4 ,8.500, 2008 | 210000 km,Tungurahua
 Ford Explorer Xlt 4x4 ,15.500, 2007 | 212000 km,Pichincha ( Quito )
 Mitsubishi Outlander 4x2 ,12.700, 2007 | 213600 km,Imbabura
 Hyundai Elantra Versión Especial 2.0 ,10.500, 2007 | 220000 km,Pichincha ( Quito )
 Jeep Liberty Jeep Cherokee Limited Liberty 4x4 ,19.000, 2007 | 125000 km,Pichincha ( Quito )
 Ford Explorer Explorer ,17.200, 2007 | 200000 km,Pichincha ( Quito )
 Mazda Mazda 3 Mazda 3 ,10.900, 2007 | 180000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Grand Vitara ,12.500, 2007 | 148000 km,Pichincha ( Quito )
 Toyota Prado Sumo ,18.500, 2007 | 169000 km,Pichincha ( Quito )
 Ford Ranger Americana ,10.500, 2007 | 100000 km,Pichincha ( Quito )
 Chevrolet Corsa Evolution ,7.533, 2007 | 198000 km,Pichincha ( Quito )
 Mazda Mazda 3 Sport Mt ,10.200, 2007 | 135000 km,Imbabura
 Mazda Mazda 3 2007 ,8.800, 2007 | 200000 km,Pichincha ( Quito )
 Toyota Corolla 1.8 Gli ,9.300, 2007 | 380 km,Pichincha ( Quito )
 Citroën C3 C3 ,7.000, 2007 | 116 km,Pichincha ( Quito )
 Chevrolet D-max Camioneta 4x4 ,13.000, 2007 | 245083 km,Guayas
 Mazda Mazda 3 Hatback ,9.490, 2007 | 245000 km,Pichincha ( Quito )
 Chevrolet Spark Activo ,6.300, 2007 | 116000 km,Guayas
 Mitsubishi Montero Montero Sport ,16.500, 2007 | 200000 km,Pichincha ( Quito )
 Mazda Cx-7 Mazda Cx-7 2.3 Sportive Turbo Intercooler ,21.500, 2007 | 64600 km,Pichincha ( Quito )
 Ford F150 F-150 Fx4 Americana ,16.000, 2007 | 123424 km,Pichincha ( Quito )
 Renault Logan Logan ,6.000, 2007 | 380000 km,Pichincha ( Quito )
 Chevrolet Optra Automatico ,8.800, 2007 | 143000 km,Pichincha ( Quito )
 Chevrolet D-max Doble Cabina ,13.800, 2007 | 190000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Grand Vitara 4x4 ,10.500, 2007 | 230000 km,Guayas
 Chevrolet Optra Limited Caja Manual ,8.300, 2007 | 254000 km,Guayas
 Chevrolet Trailblazer 4x2 Full ,14.890, 2007 | 120000 km,Pichincha ( Quito )
 Mazda Mazda 3 Hatchback (5 Puertas) ,9.400, 2007 | 185000 km,Pichincha ( Quito )
 Mazda Mazda Allegro Elite ,9.000, 2007 | 192000 km,Pichincha ( Quito )
 New Super 2007 2007 ,9.700, 2007 | 197500 km,Pichincha ( Quito )
 Honda Civic Sedan ,11.800, 2007 | 166536 km,Guayas
 Hyundai Getz Hatchback ,12.000, 2007 | 60000 km,Guayas
 Mazda Mazda Alegro Sedan 1.6 ,8.000, 2007 | 275231 km,Cotopaxi
 Hyundai Matrix Hyundai Matrix ,7.400, 2007 | 155600 km,Guayas
 Skoda Octavia Tdi 1.9 ,9.500, 2007 | 236000 km,Imbabura
 Chevrolet Grand Vitara Jeep ,12.300, 2007 | 130000 km,Pichincha ( Quito )
 Renault Logan 2007 Semi Full 1.6 ,6.200, 2007 | 252000 km,Pichincha ( Quito )
 Mazda Mazda 3 Sport ,11.000, 2007 | 201000 km,Chimborazo
 Skoda Fabia Skoda Fabia Sedan ,7.000, 2007 | 30930 km,Guayas
 Nissan Tiida Full Equipo ,9.500, 2007 | 93000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Grand Vitara Xl7 ,13.200, 2007 | 183000 km,Pichincha ( Quito )
 Hyundai Matrix Matrix ,8.000, 2007 | 220000 km,Guayas
 Peugeot 206 206 ,7.400, 2007 | 160000 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo Activo 1.4 ,8.000, 2007 | 263000 km,Guayas
 Mitsubishi Montero Sport ,14.600, 2007 | 259425 km,Guayas
 Mazda Allegro Elite 2007 ,8.600, 2007 | 192000 km,Pichincha ( Quito )
 Mazda Mazda 3 Hachback Automático ,10.000, 2007 | 172000 km,Pichincha ( Quito )
 Peugeot 206 2007 1.4 ,7.000, 2007 | 195765 km,Pichincha ( Quito )
 Hino Hinowa Hino Gh ,48.000, 2007 | 500000 km,Azuay
 Renault Renault Symbol ,5.000, 2005 | 264000 km,Pichincha ( Quito )
 Hyundai Santa Fe Santa Fé 2.4 4x2 ,10.700, 2005 | 186470 km,Guayas
 Renault Logan Mecanica ,8.000, 2005 | 189000 km,Santa Elena
 Citroën C3 C3 ,7.600, 2005 | 162000 km,Pichincha ( Quito )
 Chevrolet Aveo Full ,5.300, 2005 | 194000 km,Guayas
 Chevrolet Spark Sedan ,4.700, 2005 | 200 km,Cotopaxi
 Peugeot 206 Hatshback ,6.500, 2005 | 195000 km,Pichincha ( Quito )
 Chevrolet Optra Optra ,958, 2005 | 1888 km,Chimborazo
 Kia Sportage At ,10.800, 2005 | 254400 km,Pichincha ( Quito )
 Chevrolet Corsa 1.4 ,7.500, 2005 | 182200 km,Pichincha ( Quito )
 Volkswagen Gol 1.8 Gol Sedan ,7.900, 2005 | 255000 km,Pichincha ( Quito )
 Vw Fox 2005 Fox 1.6 ,7.300, 2005 | 130725 km,Pichincha ( Quito )
 Ford Explorer 4x4 ,11.400, 2005 | 252 km,Pichincha ( Quito )
 Chevrolet Trailblazer 2005 ,12.500, 2005 | 227500 km,Pichincha ( Quito )
 Chevrolet Optra Sedan ,10.000, 2005 | 70100 km,Pichincha ( Quito )
 Chevrolet Luv Luv ,10.500, 2005 | 315000 km,Manabí
 Peugeot 206 Normal ,5.600, 2005 | 150000 km,Pichincha ( Quito )
 Chevrolet Astra Sedan ,6.200, 2005 | 240000 km,Imbabura
 Chevrolet Corsa 1.8 ,6.200, 2005 | 380000 km,Los Ríos
 Mercedes-benz Clase C Aleman ,20.500, 2005 | 99999 km,Guayas
 Chevrolet Corsa Gls1.8 ,7.800, 2005 | 280000 km,Manabí
 Citroën C3 2005 ,5.600, 2005 | 270000 km,Pichincha ( Quito )
 Volkswagen Gol Gol Sport ,8.500, 2005 | 132000 km,Imbabura
 Chevrolet Corsa Evolution ,8.600, 2005 | 158000 km,Pichincha ( Quito )
 Volkswagen Polo Polo Hutch 1.6 ,11.000, 2005 | 196000 km,Pichincha ( Quito )
 Kia Cerato Automóvil ,9.500, 2005 | 194260 km,Pichincha ( Quito )
 Mazda B2200 Std ,12.500, 2005 | 262000 km,Pichincha ( Quito )
 Skoda Fabia 1400cc 16v ,6.900, 2005 | 173000 km,Loja
 Hyundai Tucson Automatico ,11.990, 2005 | 250000 km,Esmeraldas
 Hyundai Accent Verna 2005 ,6.500, 2005 | 12345 km,Santo Domingo De Los Tsáchilas
 Chevrolet Optra Limited Full 1.8 ,8.500, 2005 | 231000 km,Pichincha ( Quito )
 Renault Mégane Megane ,6.800, 2005 | 287133 km,Pichincha ( Quito )
 Chevrolet 2005 Kodiak ,25.000, 2005 | 1 km,Santo Domingo De Los Tsáchilas
 Chevrolet Spark 2005 ,3.800, 2005 | 32000 km,Guayas
 Chevrolet Optra Desing ,7.999, 2005 | 235 km,Tungurahua
 Hyundai Terracan 2.9 ,10.600, 2005 | 265000 km,Pichincha ( Quito )
 Ford Explorer Xlt ,12.300, 2005 | 215000 km,Pichincha ( Quito )
 Volkswagen Fox Fox 1.6 Edicion Esp ,7.000, 2005 | 274 km,Pichincha ( Quito )
 Mercedes-benz Clase C Mercedes Bbenz C180 Kompressor ,23.500, 2005 | 110000 km,Pichincha ( Quito )
 Ford Explorer 4x4 Xlt ,13.200, 2005 | 124000 km,Pichincha ( Quito )
 Hyundai Santa Fe Automatico ,9.900, 2005 | 221000 km,Pichincha ( Quito )
 Volkswagen Gol Gol ,7.000, 2005 | 205000 km,Pichincha ( Quito )
 Toyota Prado 3400cc ,16.500, 2005 | 276000 km,Guayas
 Chevrolet Spark Spark ,5.100, 2005 | 246000 km,Pichincha ( Quito )
 Chevrolet Luv 2.2 ,12.500, 2005 | 233898 km,Pichincha ( Quito )
 Chevrolet Corsa Edision Especial 1.8 ,8.000, 2005 | 240000 km,Manabí
 Volkswagen Golf 2005 Golf Golf ,10.800, 2005 | 155000 km,Pichincha ( Quito )
 Mazda Mazda B2600 ,13.500, 2005 | 149000 km,Azuay
 Chevrolet Grand Vitara Luv 4x4 Full Equipo ,11.400, 2004 | 170000 km,Pichincha ( Quito )
 Honda Cr-v Automtica ,15.000, 2004 | 254000 km,El Oro
 Chevrolet Trailblazer Ltz ,9.500, 2004 | 160000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Luv Chevrolet ,10.500, 2004 | 165000 km,Azuay
 Ford Sport Trac Automatica ,10.000, 2004 | 241000 km,Pichincha ( Quito )
 Chevrolet Corsa Evolution ,8.400, 2004 | 152 km,Pichincha ( Quito )
 Kia Rio Stylus ,7.300, 2004 | 263121 km,Pichincha ( Quito )
 Peugeot 206 Xrs ,6.200, 2004 | 240000 km,Pichincha ( Quito )
 Chevrolet Luv .. ,13.500, 2004 | 150000 km,Pichincha ( Quito )
 Hyundai Accent 1.6 ,6.200, 2004 | 549000 km,Tungurahua
 Renault Clio Motor1.4 16 Válvulas ,5.500, 2004 | 250000 km,Guayas
 Chevrolet Corsa Full Equipo ,6.400, 2004 | 290000 km,Manabí
 Volkswagen Polo Standar ,7.000, 2004 | 181700 km,Pichincha ( Quito )
 Chevrolet Corsa Corsa Evolution 1.8 ,8.700, 2004 | 193000 km,Tungurahua
 Toyota Yaris Toyota Yaris ,7.500, 2004 | 273372 km,Tungurahua
 Hyundai H100 2004 ,7.800, 2004 | 178500 km,Pichincha ( Quito )
 Renault Mégane Megane ,5.500, 2004 | 1 km,Guayas
 Kia Carnival Van ,11.000, 2004 | 280000 km,Pichincha ( Quito )
 Chevrolet Corsa Wind ,4.500, 2004 | 300000 km,Guayas
 Chevrolet Spark Full ,5.400, 2004 | 111111 km,Santo Domingo De Los Tsáchilas
